antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len
frozenset({'技術支援計劃_No'}),"frozenset({'合約類型_Month-to-Month', '網路服務_Yes'})",0.5120380739081747,0.4526875699888018,0.3656215005599104,0.7140513942044834,1.57736028453829,1.0,0.1338282291406723,1.9140237753164089,0.7501188301664327,0.6102803738317757,0.4775404501782172,0.7608599580793598,1
"frozenset({'合約類型_Month-to-Month', '網路服務_Yes'})","frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.4526875699888018,0.4552071668533035,0.3241881298992161,0.7161410018552876,1.5732199622552812,1.0,0.1181215036949071,1.9192374971638528,0.6657275751030306,0.5553956834532374,0.4789597423571878,0.7141590618132527,2
frozenset({'線上備份服務_No'}),"frozenset({'合約類型_Month-to-Month', '網路服務_Yes'})",0.4454087346024636,0.4526875699888018,0.3124300111982083,0.7014456316781899,1.5495137887164467,1.0,0.1107990134792319,1.833208581363824,0.6394552007512225,0.5334608030592736,0.4545083357311991,0.6958063037797257,1
"frozenset({'合約類型_Month-to-Month', '電話服務_Yes', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4020156774916013,0.5167973124300111,0.3211086226203807,0.7987465181058496,1.545570185630604,1.0,0.113348000937991,2.4009656032889417,0.5902990703643115,0.5372365339578455,0.583500905373172,0.7100449816964784,3
"frozenset({'合約類型_Month-to-Month', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4526875699888018,0.5167973124300111,0.3608622620380739,0.7971552257266543,1.54249104349708,1.0,0.1269145424973886,2.3821303225630244,0.6425909575217413,0.5929162833486662,0.580207686150411,0.7477108739684193,2
"frozenset({'合約類型_Month-to-Month', '網路服務_Yes'})","frozenset({'線上安全服務_No', '電話服務_Yes'})",0.4526875699888018,0.4608062709966405,0.3211086226203807,0.7093382807668522,1.5393416396714437,1.0,0.1125073515673102,1.8550558719115584,0.6401675002285514,0.5420604914933839,0.4609326785561766,0.7030895535061479,2
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})","frozenset({'線上安全服務_No', '網路服務_Yes'})",0.3868980963045912,0.5167973124300111,0.3071108622620381,0.7937771345875543,1.53595445544244,1.0,0.1071629659075377,2.343109172707805,0.5691370820377702,0.5147817925856406,0.5732166423793418,0.6940174947043947,2
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",frozenset({'線上安全服務_No'}),0.3868980963045912,0.5167973124300111,0.3071108622620381,0.7937771345875543,1.53595445544244,1.0,0.1071629659075377,2.343109172707805,0.5691370820377702,0.5147817925856406,0.5732166423793418,0.6940174947043947,2
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'線上安全服務_No'}),0.4400895856662934,0.5167973124300111,0.3303471444568869,0.7506361323155216,1.4524768497459608,1.0,0.1029100293561093,1.9377413899490368,0.5563762711864407,0.5272564789991063,0.4839352634015315,0.6949280336550523,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'線上安全服務_No', '網路服務_Yes'})",0.4400895856662934,0.5167973124300111,0.3303471444568869,0.7506361323155216,1.4524768497459608,1.0,0.1029100293561093,1.9377413899490368,0.5563762711864407,0.5272564789991063,0.4839352634015315,0.6949280336550523,1
"frozenset({'技術支援計劃_No', '電話服務_Yes'})","frozenset({'線上安全服務_No', '網路服務_Yes'})",0.4552071668533035,0.5167973124300111,0.3407054871220604,0.7484624846248462,1.44827085323941,1.0,0.1054556466933935,1.9209965036401024,0.5681451786569336,0.5396895787139689,0.4794368453533897,0.7038628782820873,2
"frozenset({'技術支援計劃_No', '電話服務_Yes', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4552071668533035,0.5167973124300111,0.3407054871220604,0.7484624846248462,1.44827085323941,1.0,0.1054556466933935,1.9209965036401024,0.5681451786569336,0.5396895787139689,0.4794368453533897,0.7038628782820873,3
frozenset({'設備保護計劃_No'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.4510078387458007,0.5120380739081747,0.3342665173572228,0.7411545623836127,1.4474598670498986,1.0,0.1033333322883344,1.8851478727432387,0.563094667626762,0.5316117542297417,0.4695376344430662,0.6969851543465357,1
"frozenset({'設備保護計劃_No', '網路服務_Yes'})",frozenset({'技術支援計劃_No'}),0.4510078387458007,0.5120380739081747,0.3342665173572228,0.7411545623836127,1.4474598670498986,1.0,0.1033333322883344,1.8851478727432387,0.563094667626762,0.5316117542297417,0.4695376344430662,0.6969851543465357,2
"frozenset({'線上安全服務_No', '電話服務_Yes'})","frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.4608062709966405,0.5120380739081747,0.3407054871220604,0.7393681652490887,1.4439710695843329,1.0,0.1047551316761322,1.8722268772660708,0.570231686620232,0.5389725420726307,0.4658766989499396,0.7023795446256378,2
"frozenset({'線上安全服務_No', '電話服務_Yes', '網路服務_Yes'})",frozenset({'技術支援計劃_No'}),0.4608062709966405,0.5120380739081747,0.3407054871220604,0.7393681652490887,1.4439710695843329,1.0,0.1047551316761322,1.8722268772660708,0.570231686620232,0.5389725420726307,0.4658766989499396,0.7023795446256378,3
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'支付帳單方式_Bank Withdrawal', '網路服務_Yes'})",0.4400895856662934,0.4997200447928331,0.3157894736842105,0.7175572519083969,1.4359184895332178,1.0,0.0958678862221909,1.7712614630307797,0.5421968085106381,0.5060565275908478,0.4354306120966948,0.6747450125088204,1
frozenset({'技術支援計劃_No'}),"frozenset({'線上安全服務_No', '網路服務_Yes'})",0.5120380739081747,0.5167973124300111,0.3798992161254199,0.7419354838709677,1.4356411421381892,1.0,0.1152793156678358,1.8724104143337068,0.6218663473770861,0.5854184641932701,0.4659290546854559,0.7385192045573691,1
"frozenset({'技術支援計劃_No', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.5120380739081747,0.5167973124300111,0.3798992161254199,0.7419354838709677,1.4356411421381892,1.0,0.1152793156678358,1.8724104143337068,0.6218663473770861,0.5854184641932701,0.4659290546854559,0.7385192045573691,2
frozenset({'線上安全服務_No'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.5167973124300111,0.5120380739081747,0.3798992161254199,0.7351029252437704,1.4356411421381892,1.0,0.1152793156678358,1.842081217925378,0.6279913345760492,0.5854184641932701,0.4571357710675547,0.7385192045573691,1
"frozenset({'線上安全服務_No', '網路服務_Yes'})",frozenset({'技術支援計劃_No'}),0.5167973124300111,0.5120380739081747,0.3798992161254199,0.7351029252437704,1.4356411421381892,1.0,0.1152793156678358,1.842081217925378,0.6279913345760492,0.5854184641932701,0.4571357710675547,0.7385192045573691,2
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.4400895856662934,0.5431131019036954,0.3429451287793953,0.7792620865139949,1.4348062747566956,1.0,0.1039267087926626,2.0698161493008373,0.5412326530612245,0.5356362046348929,0.5168653021004839,0.7053526927415334,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4400895856662934,0.7018477043673013,0.4400895856662934,1.0,1.424810530514559,1.0,0.1312137202504485,inf,0.5324999999999999,0.6270442760271241,1.0,0.813522138013562,1
"frozenset({'無限資料下載_Yes', '多線路服務_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3286674132138857,0.7018477043673013,0.3286674132138857,1.0,1.424810530514559,1.0,0.0979929437493808,inf,0.4441201000834028,0.4682887913841244,1.0,0.7341443956920621,2
frozenset({'線上備份服務_No'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.4454087346024636,0.5120380739081747,0.3241881298992161,0.7278441231929604,1.4214648485758636,1.0,0.0961218993314933,1.7929501718524117,0.5346286265288811,0.5119363395225466,0.4422600160902207,0.6804884913395093,1
"frozenset({'線上備份服務_No', '網路服務_Yes'})",frozenset({'技術支援計劃_No'}),0.4454087346024636,0.5120380739081747,0.3241881298992161,0.7278441231929604,1.4214648485758636,1.0,0.0961218993314933,1.7929501718524117,0.5346286265288811,0.5119363395225466,0.4422600160902207,0.6804884913395093,2
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.4400895856662934,0.6052631578947368,0.3779395296752519,0.8587786259541984,1.4188516428808495,1.0,0.1115695172982849,2.795163584637268,0.5272355555555556,0.5662751677852348,0.642239185750636,0.7416002287957857,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.4400895856662934,0.6052631578947368,0.3779395296752519,0.8587786259541984,1.4188516428808495,1.0,0.1115695172982849,2.795163584637268,0.5272355555555556,0.5662751677852348,0.642239185750636,0.7416002287957857,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'無紙化計費_Yes', '電話服務_Yes'})",0.4400895856662934,0.5492721164613662,0.3429451287793953,0.7792620865139949,1.418717723255856,1.0,0.1012161906278646,2.041914215915655,0.5271167346938775,0.530532698137722,0.5102634615080681,0.7018124907595459,1
"frozenset({'多線路服務_Yes', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.3840985442329227,0.6052631578947368,0.3286674132138857,0.8556851311953353,1.4137406515401192,1.0,0.0961867153886956,2.73524720893142,0.4751680346910329,0.4974576271186441,0.6344023323615161,0.6993504286873994,2
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'支付帳單方式_Bank Withdrawal', '電話服務_Yes'})",0.4400895856662934,0.5086786114221724,0.3157894736842105,0.7175572519083969,1.4106298865254785,1.0,0.0919253143461212,1.7395432946944704,0.5198989361702129,0.4988942945599292,0.4251364694112786,0.6691803870989426,1
frozenset({'線上備份服務_No'}),"frozenset({'線上安全服務_No', '網路服務_Yes'})",0.4454087346024636,0.5167973124300111,0.324468085106383,0.7284726587052168,1.4095906483721747,1.0,0.0942820481309776,1.7795728609348431,0.5239429454711912,0.5087796312554874,0.4380674026043074,0.6781583228520667,1
"frozenset({'線上備份服務_No', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4454087346024636,0.5167973124300111,0.324468085106383,0.7284726587052168,1.4095906483721747,1.0,0.0942820481309776,1.7795728609348431,0.5239429454711912,0.5087796312554874,0.4380674026043074,0.6781583228520667,2
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'技術支援計劃_No'}),0.4400895856662934,0.5120380739081747,0.3171892497200448,0.7207379134860051,1.4075865647741992,1.0,0.0918466259284292,1.7473260770304089,0.517161518093557,0.4995590828924162,0.4276969747401092,0.6701010507834618,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.4400895856662934,0.5120380739081747,0.3171892497200448,0.7207379134860051,1.4075865647741992,1.0,0.0918466259284292,1.7473260770304089,0.517161518093557,0.4995590828924162,0.4276969747401092,0.6701010507834618,1
frozenset({'設備保護計劃_No'}),"frozenset({'線上安全服務_No', '網路服務_Yes'})",0.4510078387458007,0.5167973124300111,0.3255879059350504,0.7219118559900682,1.3968955306590054,1.0,0.0925082669863527,1.7375882358822587,0.5175426403869435,0.506974716652136,0.4244896579354136,0.6759613451131273,1
"frozenset({'設備保護計劃_No', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4510078387458007,0.5167973124300111,0.3255879059350504,0.7219118559900682,1.3968955306590054,1.0,0.0925082669863527,1.7375882358822587,0.5175426403869435,0.506974716652136,0.4244896579354136,0.6759613451131273,2
frozenset({'音樂節目_No'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.4437290033594624,0.5120380739081747,0.3157894736842105,0.7116719242902209,1.389880871276473,1.0,0.0885833294668373,1.6923843607342302,0.5042755749249554,0.4934383202099737,0.4091176784650998,0.6642011890450558,1
"frozenset({'音樂節目_No', '網路服務_Yes'})",frozenset({'技術支援計劃_No'}),0.4437290033594624,0.5120380739081747,0.3157894736842105,0.7116719242902209,1.389880871276473,1.0,0.0885833294668373,1.6923843607342302,0.5042755749249554,0.4934383202099737,0.4091176784650998,0.6642011890450558,2
"frozenset({'支付帳單方式_Bank Withdrawal', '電話服務_Yes', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4468085106382978,0.5167973124300111,0.3194288913773796,0.7149122807017544,1.383351390393644,1.0,0.0885194539086512,1.6949263502454994,0.5009438414346391,0.49587136027814,0.4100038624951719,0.6665027275664785,3
frozenset({'設備保護計劃_No'}),frozenset({'合約類型_Month-to-Month'}),0.4510078387458007,0.5215565509518477,0.3247480403135498,0.7200496585971445,1.3805783040842727,1.0,0.0895219474850428,1.7090297038061486,0.5021307742355235,0.5012964563526361,0.4148726626734934,0.6713506478707676,1
frozenset({'技術支援計劃_No'}),frozenset({'合約類型_Month-to-Month'}),0.5120380739081747,0.5215565509518477,0.3656215005599104,0.7140513942044834,1.3690776060646348,1.0,0.0985646887763355,1.6731798629236534,0.5524636283045111,0.5473595976529758,0.4023356232290314,0.7075356273223168,1
frozenset({'合約類型_Month-to-Month'}),frozenset({'技術支援計劃_No'}),0.5215565509518477,0.5120380739081747,0.3656215005599104,0.7010198604401503,1.3690776060646348,1.0,0.0985646887763355,1.6320880939121554,0.5634547127763386,0.5473595976529758,0.3872879756122874,0.7075356273223168,1
frozenset({'合約類型_Month-to-Month'}),"frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.5215565509518477,0.5120380739081747,0.3656215005599104,0.7010198604401503,1.3690776060646348,1.0,0.0985646887763355,1.6320880939121554,0.5634547127763386,0.5473595976529758,0.3872879756122874,0.7075356273223168,1
"frozenset({'支付帳單方式_Bank Withdrawal', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4997200447928331,0.5167973124300111,0.3524636058230683,0.7053221288515406,1.364794498514465,1.0,0.0942096297067273,1.6397657743582317,0.5342787664684445,0.5307757166947724,0.3901568043208012,0.6936686483911008,2
"frozenset({'支付帳單方式_Bank Withdrawal', '無限資料下載_Yes'})",frozenset({'線上安全服務_No'}),0.4272116461366181,0.5167973124300111,0.3006718924972004,0.7038007863695936,1.36185070905319,1.0,0.0798900619349952,1.631343586796024,0.4638801057975685,0.4673629242819843,0.387008348153064,0.6427996347882639,2
"frozenset({'支付帳單方式_Bank Withdrawal', '無限資料下載_Yes'})","frozenset({'線上安全服務_No', '網路服務_Yes'})",0.4272116461366181,0.5167973124300111,0.3006718924972004,0.7038007863695936,1.36185070905319,1.0,0.0798900619349952,1.631343586796024,0.4638801057975685,0.4673629242819843,0.387008348153064,0.6427996347882639,2
frozenset({'線上備份服務_No'}),frozenset({'合約類型_Month-to-Month'}),0.4454087346024636,0.5215565509518477,0.3124300111982083,0.7014456316781899,1.3449081032498629,1.0,0.0801241678151204,1.602533741969706,0.4624212274673918,0.4773310521813516,0.37598817808923,0.6502397240516553,1
"frozenset({'線上安全服務_No', '電話服務_Yes'})","frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.4608062709966405,0.5431131019036954,0.3362262038073908,0.7296476306196842,1.3434542972028412,1.0,0.0859562805897304,1.689968166891051,0.4741341370941313,0.5035639412997904,0.4082728778023969,0.6743598977840689,2
"frozenset({'支付帳單方式_Bank Withdrawal', '無限資料下載_Yes'})","frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.4272116461366181,0.5431131019036954,0.3099104143337066,0.7254259501965923,1.3356811825269217,1.0,0.077886172031064,1.6639842637111228,0.4387630125893959,0.4692666384061041,0.399032778248914,0.6480222534488116,2
frozenset({'線上安全服務_No'}),"frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.5167973124300111,0.5431131019036954,0.3729003359462486,0.7215601300108343,1.328563290927165,1.0,0.092220944536892,1.64088173907739,0.5118084480772779,0.5427872860635697,0.3905715590678309,0.7040790340775821,1
"frozenset({'技術支援計劃_No', '電話服務_Yes'})","frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.4552071668533035,0.5431131019036954,0.3241881298992161,0.7121771217712177,1.3112869479210256,1.0,0.0769591535007254,1.58738909466793,0.4357443726735858,0.4808970099667774,0.3700347297590622,0.6545421691330315,2
frozenset({'技術支援計劃_No'}),"frozenset({'無紙化計費_Yes', '網路服務_Yes'})",0.5120380739081747,0.5431131019036954,0.3600223964165733,0.7031164570803718,1.2946041158201484,1.0,0.0819278098035109,1.538943161359376,0.466354197059288,0.517921868707209,0.3502034219920883,0.683001527509258,1
"frozenset({'支付帳單方式_Bank Withdrawal', '線上安全服務_No'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3524636058230683,0.7018477043673013,0.3194288913773796,0.9062748212867356,1.291269908909541,1.0,0.0720531187574377,3.1811333915387103,0.3483488706328934,0.4346666666666666,0.6856466306443374,0.6807002347359087,2
frozenset({'電影節目_Yes'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.3877379619260918,0.6052631578947368,0.3026315789473684,0.7805054151624549,1.2895306859205775,1.0,0.0679480756763128,1.798389889196676,0.3667123914037494,0.4383617193836172,0.4439470517448856,0.6402527075812274,1
"frozenset({'電影節目_Yes', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.3877379619260918,0.6052631578947368,0.3026315789473684,0.7805054151624549,1.2895306859205775,1.0,0.0679480756763128,1.798389889196676,0.3667123914037494,0.4383617193836172,0.4439470517448856,0.6402527075812274,2
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'無紙化計費_Yes'}),0.4400895856662934,0.6044232922732363,0.3429451287793953,0.7792620865139949,1.289265480791102,1.0,0.0769447325158098,1.7920650851483353,0.4007151020408164,0.4888268156424581,0.4419845527445078,0.6733271988846028,1
frozenset({'電視節目_Yes'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.387458006718925,0.6052631578947368,0.301511758118701,0.778179190751445,1.2856873586328224,1.0,0.0669977014204043,1.7795302588719353,0.3627603251635068,0.4362089914945322,0.4380539499036607,0.638164525995519,1
