antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '音樂節目_No'})",0.4081746920492721,0.44372900335946247,0.38633818589025753,0.9465020576131687,2.1330633121730216,1.0,0.20521923659067853,10.39798862951159,0.8975463781827158,0.8298256163559832,0.9038275539981072,0.9085822590904961
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No'})",0.44372900335946247,0.4081746920492721,0.38633818589025753,0.8706624605678234,2.1330633121730216,1.0,0.20521923659067853,4.575820063911726,0.9549134592240872,0.8298256163559832,0.7814599381023014,0.9085822590904961
"frozenset({'電話服務_Yes', '電影節目_No'})",frozenset({'音樂節目_No'}),0.35414333706606943,0.44372900335946247,0.333986562150056,0.9430830039525692,2.125358037929702,1.0,0.17684289214733484,9.773372371531664,0.8198274793977729,0.7199758599879301,0.8976811726817198,0.8478821959825937
frozenset({'音樂節目_No'}),"frozenset({'電話服務_Yes', '電影節目_No'})",0.44372900335946247,0.35414333706606943,0.333986562150056,0.7526813880126184,2.125358037929702,1.0,0.17684289214733484,2.6114357417098994,0.9518580749726534,0.7199758599879301,0.6170688851240022,0.8478821959825937
"frozenset({'網路服務_Yes', '電影節目_No', '電話服務_Yes'})",frozenset({'音樂節目_No'}),0.35414333706606943,0.44372900335946247,0.333986562150056,0.9430830039525692,2.125358037929702,1.0,0.17684289214733484,9.773372371531664,0.8198274793977729,0.7199758599879301,0.8976811726817198,0.8478821959825937
"frozenset({'網路服務_Yes', '音樂節目_No'})","frozenset({'電話服務_Yes', '電影節目_No'})",0.44372900335946247,0.35414333706606943,0.333986562150056,0.7526813880126184,2.125358037929702,1.0,0.17684289214733484,2.6114357417098994,0.9518580749726534,0.7199758599879301,0.6170688851240022,0.8478821959825937
"frozenset({'電話服務_Yes', '電影節目_No'})","frozenset({'網路服務_Yes', '音樂節目_No'})",0.35414333706606943,0.44372900335946247,0.333986562150056,0.9430830039525692,2.125358037929702,1.0,0.17684289214733484,9.773372371531664,0.8198274793977729,0.7199758599879301,0.8976811726817198,0.8478821959825937
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No', '電話服務_Yes'})",0.44372900335946247,0.35414333706606943,0.333986562150056,0.7526813880126184,2.125358037929702,1.0,0.17684289214733484,2.6114357417098994,0.9518580749726534,0.7199758599879301,0.6170688851240022,0.8478821959825937
"frozenset({'電影節目_No', '無限資料下載_Yes'})",frozenset({'音樂節目_No'}),0.34994400895856664,0.44372900335946247,0.32894736842105265,0.9400000000000001,2.118410094637224,1.0,0.17366706209425306,9.2711832773423,0.8121575311085454,0.707831325301205,0.8921389028686464,0.8406624605678235
frozenset({'音樂節目_No'}),"frozenset({'電影節目_No', '無限資料下載_Yes'})",0.44372900335946247,0.34994400895856664,0.32894736842105265,0.7413249211356467,2.118410094637224,1.0,0.17366706209425306,2.5130213312211516,0.9490839392219641,0.707831325301205,0.602072617698764,0.8406624605678235
"frozenset({'網路服務_Yes', '電影節目_No', '無限資料下載_Yes'})",frozenset({'音樂節目_No'}),0.34994400895856664,0.44372900335946247,0.32894736842105265,0.9400000000000001,2.118410094637224,1.0,0.17366706209425306,9.2711832773423,0.8121575311085454,0.707831325301205,0.8921389028686464,0.8406624605678235
"frozenset({'網路服務_Yes', '音樂節目_No'})","frozenset({'電影節目_No', '無限資料下載_Yes'})",0.44372900335946247,0.34994400895856664,0.32894736842105265,0.7413249211356467,2.118410094637224,1.0,0.17366706209425306,2.5130213312211516,0.9490839392219641,0.707831325301205,0.602072617698764,0.8406624605678235
"frozenset({'電影節目_No', '無限資料下載_Yes'})","frozenset({'網路服務_Yes', '音樂節目_No'})",0.34994400895856664,0.44372900335946247,0.32894736842105265,0.9400000000000001,2.118410094637224,1.0,0.17366706209425306,9.2711832773423,0.8121575311085454,0.707831325301205,0.8921389028686464,0.8406624605678235
frozenset({'音樂節目_No'}),"frozenset({'網路服務_Yes', '電影節目_No', '無限資料下載_Yes'})",0.44372900335946247,0.34994400895856664,0.32894736842105265,0.7413249211356467,2.118410094637224,1.0,0.17366706209425306,2.5130213312211516,0.9490839392219641,0.707831325301205,0.602072617698764,0.8406624605678235
"frozenset({'無限資料下載_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.3807390817469205,0.4081746920492721,0.32894736842105265,0.8639705882352942,2.1166686839344795,1.0,0.17353931097788075,4.3507157773675145,0.8519179716055558,0.7151552038953135,0.7701527630919919,0.8349345396594853
frozenset({'電影節目_No'}),"frozenset({'無限資料下載_Yes', '音樂節目_No'})",0.4081746920492721,0.3807390817469205,0.32894736842105265,0.8058984910836764,2.1166686839344795,1.0,0.17353931097788075,3.1903972396218747,0.8914108577064758,0.7151552038953135,0.6865594078439837,0.8349345396594853
"frozenset({'網路服務_Yes', '無限資料下載_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.3807390817469205,0.4081746920492721,0.32894736842105265,0.8639705882352942,2.1166686839344795,1.0,0.17353931097788075,4.3507157773675145,0.8519179716055558,0.7151552038953135,0.7701527630919919,0.8349345396594853
"frozenset({'網路服務_Yes', '電影節目_No'})","frozenset({'無限資料下載_Yes', '音樂節目_No'})",0.4081746920492721,0.3807390817469205,0.32894736842105265,0.8058984910836764,2.1166686839344795,1.0,0.17353931097788075,3.1903972396218747,0.8914108577064758,0.7151552038953135,0.6865594078439837,0.8349345396594853
"frozenset({'無限資料下載_Yes', '音樂節目_No'})","frozenset({'網路服務_Yes', '電影節目_No'})",0.3807390817469205,0.4081746920492721,0.32894736842105265,0.8639705882352942,2.1166686839344795,1.0,0.17353931097788075,4.3507157773675145,0.8519179716055558,0.7151552038953135,0.7701527630919919,0.8349345396594853
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '無限資料下載_Yes', '音樂節目_No'})",0.4081746920492721,0.3807390817469205,0.32894736842105265,0.8058984910836764,2.1166686839344795,1.0,0.17353931097788075,3.1903972396218747,0.8914108577064758,0.7151552038953135,0.6865594078439837,0.8349345396594853
"frozenset({'電話服務_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.3871780515117581,0.4081746920492721,0.333986562150056,0.8626174981923356,2.1133537061337604,1.0,0.17595028020600695,4.3078652678729314,0.8596598782987559,0.7239077669902915,0.7678664633599919,0.8404308341441789
frozenset({'電影節目_No'}),"frozenset({'電話服務_Yes', '音樂節目_No'})",0.4081746920492721,0.3871780515117581,0.333986562150056,0.818244170096022,2.1133537061337604,1.0,0.17595028020600695,3.371676984512668,0.8901586913888254,0.7239077669902915,0.7034116836834128,0.8404308341441789
"frozenset({'網路服務_Yes', '電話服務_Yes', '音樂節目_No'})",frozenset({'電影節目_No'}),0.3871780515117581,0.4081746920492721,0.333986562150056,0.8626174981923356,2.1133537061337604,1.0,0.17595028020600695,4.3078652678729314,0.8596598782987559,0.7239077669902915,0.7678664633599919,0.8404308341441789
"frozenset({'網路服務_Yes', '電影節目_No'})","frozenset({'電話服務_Yes', '音樂節目_No'})",0.4081746920492721,0.3871780515117581,0.333986562150056,0.818244170096022,2.1133537061337604,1.0,0.17595028020600695,3.371676984512668,0.8901586913888254,0.7239077669902915,0.7034116836834128,0.8404308341441789
"frozenset({'電話服務_Yes', '音樂節目_No'})","frozenset({'網路服務_Yes', '電影節目_No'})",0.3871780515117581,0.4081746920492721,0.333986562150056,0.8626174981923356,2.1133537061337604,1.0,0.17595028020600695,4.3078652678729314,0.8596598782987559,0.7239077669902915,0.7678664633599919,0.8404308341441789
frozenset({'電影節目_No'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '音樂節目_No'})",0.4081746920492721,0.3871780515117581,0.333986562150056,0.818244170096022,2.1133537061337604,1.0,0.17595028020600695,3.371676984512668,0.8901586913888254,0.7239077669902915,0.7034116836834128,0.8404308341441789
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'線上安全服務_No', '電話服務_Yes'})",0.4400895856662934,0.4608062709966405,0.3303471444568869,0.7506361323155216,1.6289624937005125,1.0,0.12755110358154564,2.1622768928400027,0.6895966101694916,0.5789990186457311,0.537524540306876,0.7337627806170561
"frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})","frozenset({'線上安全服務_No', '電話服務_Yes'})",0.4400895856662934,0.4608062709966405,0.3303471444568869,0.7506361323155216,1.6289624937005125,1.0,0.12755110358154564,2.1622768928400027,0.6895966101694916,0.5789990186457311,0.537524540306876,0.7337627806170561
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'網路服務_Yes', '線上安全服務_No', '電話服務_Yes'})",0.4400895856662934,0.4608062709966405,0.3303471444568869,0.7506361323155216,1.6289624937005125,1.0,0.12755110358154564,2.1622768928400027,0.6895966101694916,0.5789990186457311,0.537524540306876,0.7337627806170561
"frozenset({'線上安全服務_No', '電話服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.4608062709966405,0.4400895856662934,0.3303471444568869,0.7168894289185905,1.6289624937005123,1.0,0.12755110358154564,1.9777093175821483,0.7160920147139059,0.5789990186457311,0.49436452004860265,0.7337627806170561
"frozenset({'網路服務_Yes', '線上安全服務_No', '電話服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.4608062709966405,0.4400895856662934,0.3303471444568869,0.7168894289185905,1.6289624937005123,1.0,0.12755110358154564,1.9777093175821483,0.7160920147139059,0.5789990186457311,0.49436452004860265,0.7337627806170561
"frozenset({'線上安全服務_No', '電話服務_Yes'})","frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})",0.4608062709966405,0.4400895856662934,0.3303471444568869,0.7168894289185905,1.6289624937005123,1.0,0.12755110358154564,1.9777093175821483,0.7160920147139059,0.5789990186457311,0.49436452004860265,0.7337627806170561
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '支付帳單方式_Bank Withdrawal'})",0.4400895856662934,0.44680851063829785,0.3157894736842105,0.7175572519083969,1.6059614685568884,1.0,0.11915370136522835,1.9585968947671075,0.6738936170212766,0.5529411764705882,0.48943041691133293,0.712162084600815
"frozenset({'網路服務_Yes', '電話服務_Yes', '支付帳單方式_Bank Withdrawal'})",frozenset({'網路連線類型_Fiber Optic'}),0.44680851063829785,0.4400895856662934,0.3157894736842105,0.706766917293233,1.6059614685568881,1.0,0.11915370136522835,1.9094380796508452,0.6820785597381341,0.5529411764705882,0.4762857142857142,0.712162084600815
"frozenset({'網路服務_Yes', '電話服務_Yes', '無紙化計費_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.4879619260918253,0.4400895856662934,0.3429451287793953,0.7028112449799198,1.5969731342673494,1.0,0.12819816690471741,1.8840228806634185,0.730053893618683,0.5861244019138756,0.46922088353413666,0.7410366657469574
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '無紙化計費_Yes'})",0.4400895856662934,0.4879619260918253,0.3429451287793953,0.7792620865139949,1.5969731342673492,1.0,0.12819816690471741,2.3196652800681568,0.6676342857142857,0.5861244019138756,0.568903320408961,0.7410366657469574
frozenset({'設備保護計劃_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.4510078387458007,0.4526875699888018,0.3247480403135498,0.7200496585971445,1.5906106249282626,1.0,0.12058239774581195,1.9550339794856764,0.6763495929240887,0.5609284332688588,0.48849993887928406,0.7187137594160737
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",frozenset({'設備保護計劃_No'}),0.4526875699888018,0.4510078387458007,0.3247480403135498,0.717377860235003,1.5906106249282623,1.0,0.12058239774581195,1.9424952401488842,0.6784253461504541,0.5609284332688588,0.4851982237426981,0.7187137594160737
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.4400895856662934,0.4552071668533035,0.3171892497200448,0.7207379134860051,1.583318466772454,1.0,0.11685731626724719,1.9508299173271229,0.6579894086496029,0.5486682808716706,0.4873976500370043,0.7087699407528427
"frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})","frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.4400895856662934,0.4552071668533035,0.3171892497200448,0.7207379134860051,1.583318466772454,1.0,0.11685731626724719,1.9508299173271229,0.6579894086496029,0.5486682808716706,0.4873976500370043,0.7087699407528427
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'技術支援計劃_No', '電話服務_Yes', '網路服務_Yes'})",0.4400895856662934,0.4552071668533035,0.3171892497200448,0.7207379134860051,1.583318466772454,1.0,0.11685731626724719,1.9508299173271229,0.6579894086496029,0.5486682808716706,0.4873976500370043,0.7087699407528427
"frozenset({'技術支援計劃_No', '電話服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.4552071668533035,0.4400895856662934,0.3171892497200448,0.6968019680196802,1.5833184667724538,1.0,0.11685731626724719,1.8466822184718192,0.6762481075535487,0.5486682808716706,0.4584883148831488,0.7087699407528427
"frozenset({'技術支援計劃_No', '電話服務_Yes', '網路服務_Yes'})",frozenset({'網路連線類型_Fiber Optic'}),0.4552071668533035,0.4400895856662934,0.3171892497200448,0.6968019680196802,1.5833184667724538,1.0,0.11685731626724719,1.8466822184718192,0.6762481075535487,0.5486682808716706,0.4584883148831488,0.7087699407528427
"frozenset({'技術支援計劃_No', '電話服務_Yes'})","frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})",0.4552071668533035,0.4400895856662934,0.3171892497200448,0.6968019680196802,1.5833184667724538,1.0,0.11685731626724719,1.8466822184718192,0.6762481075535487,0.5486682808716706,0.4584883148831488,0.7087699407528427
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",frozenset({'技術支援計劃_No'}),0.38689809630459127,0.5120380739081747,0.31326987681970886,0.8096960926193922,1.5813200890303276,1.0,0.11516332078916647,2.564119322657425,0.5996017318137118,0.5348948374760994,0.6100025489595348,0.7107529123567163
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '無限資料下載_Yes'})",frozenset({'技術支援計劃_No'}),0.38689809630459127,0.5120380739081747,0.31326987681970886,0.8096960926193922,1.5813200890303276,1.0,0.11516332078916647,2.564119322657425,0.5996017318137118,0.5348948374760994,0.6100025489595348,0.7107529123567163
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})","frozenset({'技術支援計劃_No', '網路服務_Yes'})",0.38689809630459127,0.5120380739081747,0.31326987681970886,0.8096960926193922,1.5813200890303276,1.0,0.11516332078916647,2.564119322657425,0.5996017318137118,0.5348948374760994,0.6100025489595348,0.7107529123567163
frozenset({'技術支援計劃_No'}),"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5120380739081747,0.38689809630459127,0.31326987681970886,0.6118097320940404,1.5813200890303274,1.0,0.11516332078916647,1.5793850448716937,0.753372227580051,0.5348948374760994,0.3668421749040696,0.7107529123567163
"frozenset({'技術支援計劃_No', '網路服務_Yes'})","frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5120380739081747,0.38689809630459127,0.31326987681970886,0.6118097320940404,1.5813200890303274,1.0,0.11516332078916647,1.5793850448716937,0.753372227580051,0.5348948374760994,0.3668421749040696,0.7107529123567163
frozenset({'技術支援計劃_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5120380739081747,0.38689809630459127,0.31326987681970886,0.6118097320940404,1.5813200890303274,1.0,0.11516332078916647,1.5793850448716937,0.753372227580051,0.5348948374760994,0.3668421749040696,0.7107529123567163
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",frozenset({'技術支援計劃_No'}),0.4526875699888018,0.5120380739081747,0.36562150055991044,0.8076685219542363,1.57736028453829,1.0,0.13382822914067236,2.5370882137957618,0.668776020961684,0.6102803738317757,0.6058473668505635,0.7608599580793598
frozenset({'技術支援計劃_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.5120380739081747,0.4526875699888018,0.36562150055991044,0.7140513942044834,1.57736028453829,1.0,0.13382822914067236,1.9140237753164087,0.7501188301664327,0.6102803738317757,0.4775404501782172,0.7608599580793598
"frozenset({'網路服務_Yes', '電話服務_Yes', '合約類型_Month-to-Month'})",frozenset({'技術支援計劃_No'}),0.40201567749160133,0.5120380739081747,0.32418812989921614,0.8064066852367688,1.5748959429555704,1.0,0.11834079671552666,2.5205515318987817,0.6104464626470798,0.5495965828191743,0.6032614341168895,0.7197697723614134
frozenset({'技術支援計劃_No'}),"frozenset({'網路服務_Yes', '電話服務_Yes', '合約類型_Month-to-Month'})",0.5120380739081747,0.40201567749160133,0.32418812989921614,0.633132859486058,1.5748959429555704,1.0,0.11834079671552666,1.6299751503246818,0.74808585439711,0.5495965828191743,0.38649371445889474,0.7197697723614134
"frozenset({'技術支援計劃_No', '電話服務_Yes'})","frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.4552071668533035,0.4526875699888018,0.32418812989921614,0.7121771217712177,1.5732199622552812,1.0,0.11812150369490715,1.9015598529876248,0.668806479612757,0.5553956834532374,0.47411594832060855,0.7141590618132527
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})","frozenset({'技術支援計劃_No', '電話服務_Yes'})",0.4526875699888018,0.4552071668533035,0.32418812989921614,0.7161410018552876,1.5732199622552812,1.0,0.11812150369490715,1.9192374971638526,0.6657275751030306,0.5553956834532374,0.4789597423571878,0.7141590618132527
"frozenset({'技術支援計劃_No', '無限資料下載_Yes'})","frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.4409294512877939,0.4526875699888018,0.31326987681970886,0.7104761904761906,1.5694625555850048,1.0,0.11366659497974169,1.8903883273413105,0.6490043376056043,0.5397973950795949,0.47100815978565364,0.7012492269635128
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})","frozenset({'技術支援計劃_No', '無限資料下載_Yes'})",0.4526875699888018,0.4409294512877939,0.31326987681970886,0.692022263450835,1.5694625555850048,1.0,0.11366659497974169,1.81529533587879,0.6629471417894587,0.5397973950795949,0.4491254506992401,0.7012492269635128
frozenset({'線上備份服務_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.4454087346024636,0.4526875699888018,0.3124300111982083,0.7014456316781899,1.5495137887164467,1.0,0.1107990134792319,1.8332085813638241,0.6394552007512225,0.5334608030592736,0.4545083357311991,0.6958063037797257
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",frozenset({'線上備份服務_No'}),0.4526875699888018,0.4454087346024636,0.3124300111982083,0.6901669758812616,1.5495137887164465,1.0,0.1107990134792319,1.7899682158639052,0.6479594642906251,0.5334608030592736,0.4413308621140164,0.6958063037797257
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '電話服務_Yes'})",frozenset({'線上安全服務_No'}),0.40201567749160133,0.5167973124300111,0.32110862262038076,0.7987465181058496,1.545570185630604,1.0,0.11334800093799108,2.4009656032889417,0.5902990703643115,0.5372365339578455,0.583500905373172,0.7100449816964784
frozenset({'線上安全服務_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '電話服務_Yes'})",0.5167973124300111,0.40201567749160133,0.32110862262038076,0.6213434452871074,1.545570185630604,1.0,0.11334800093799108,1.5792261221037258,0.7305207498830646,0.5372365339578455,0.366778458129938,0.7100449816964784
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",frozenset({'線上安全服務_No'}),0.4526875699888018,0.5167973124300111,0.3608622620380739,0.7971552257266543,1.54249104349708,1.0,0.1269145424973886,2.3821303225630244,0.6425909575217413,0.5929162833486662,0.580207686150411,0.7477108739684193
frozenset({'線上安全服務_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.5167973124300111,0.4526875699888018,0.3608622620380739,0.6982665222101843,1.54249104349708,1.0,0.1269145424973886,1.8138936190317274,0.7278478110979166,0.5929162833486662,0.4486997531124185,0.7477108739684193
"frozenset({'線上安全服務_No', '電話服務_Yes'})","frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.4608062709966405,0.4526875699888018,0.32110862262038076,0.6968408262454436,1.5393416396714439,1.0,0.11250735156731029,1.8053632460890434,0.6498065747387425,0.5420604914933839,0.44609484979474406,0.7030895535061479
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})","frozenset({'線上安全服務_No', '電話服務_Yes'})",0.4526875699888018,0.4608062709966405,0.32110862262038076,0.7093382807668522,1.5393416396714437,1.0,0.11250735156731029,1.8550558719115584,0.6401675002285514,0.5420604914933839,0.46093267855617664,0.7030895535061479
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})","frozenset({'線上安全服務_No', '無限資料下載_Yes'})",0.4526875699888018,0.44148936170212766,0.3071108622620381,0.6784168212739642,1.536654968668738,1.0,0.10725411593719475,1.7367532733224227,0.6380922627859753,0.5231282784930855,0.42421297523338347,0.6870207124759168
"frozenset({'線上安全服務_No', '無限資料下載_Yes'})","frozenset({'網路服務_Yes', '合約類型_Month-to-Month'})",0.44148936170212766,0.4526875699888018,0.3071108622620381,0.6956246036778694,1.536654968668738,1.0,0.10725411593719475,1.7981493794326242,0.62529843295568,0.5231282784930855,0.4438726774104089,0.6870207124759168
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",frozenset({'線上安全服務_No'}),0.38689809630459127,0.5167973124300111,0.3071108622620381,0.7937771345875543,1.53595445544244,1.0,0.10716296590753771,2.3431091727078055,0.5691370820377702,0.5147817925856406,0.5732166423793418,0.6940174947043947
frozenset({'線上安全服務_No'}),"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5167973124300111,0.38689809630459127,0.3071108622620381,0.5942578548212352,1.53595445544244,1.0,0.10716296590753771,1.5110629028327434,0.7221380125508209,0.5147817925856406,0.33821418147098264,0.6940174947043947
"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '無限資料下載_Yes'})",frozenset({'線上安全服務_No'}),0.38689809630459127,0.5167973124300111,0.3071108622620381,0.7937771345875543,1.53595445544244,1.0,0.10716296590753771,2.3431091727078055,0.5691370820377702,0.5147817925856406,0.5732166423793418,0.6940174947043947
"frozenset({'網路服務_Yes', '線上安全服務_No'})","frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5167973124300111,0.38689809630459127,0.3071108622620381,0.5942578548212352,1.53595445544244,1.0,0.10716296590753771,1.5110629028327434,0.7221380125508209,0.5147817925856406,0.33821418147098264,0.6940174947043947
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})","frozenset({'網路服務_Yes', '線上安全服務_No'})",0.38689809630459127,0.5167973124300111,0.3071108622620381,0.7937771345875543,1.53595445544244,1.0,0.10716296590753771,2.3431091727078055,0.5691370820377702,0.5147817925856406,0.5732166423793418,0.6940174947043947
frozenset({'線上安全服務_No'}),"frozenset({'網路服務_Yes', '合約類型_Month-to-Month', '無限資料下載_Yes'})",0.5167973124300111,0.38689809630459127,0.3071108622620381,0.5942578548212352,1.53595445544244,1.0,0.10716296590753771,1.5110629028327434,0.7221380125508209,0.5147817925856406,0.33821418147098264,0.6940174947043947
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'線上安全服務_No'}),0.4400895856662934,0.5167973124300111,0.3303471444568869,0.7506361323155216,1.4524768497459608,1.0,0.1029100293561093,1.9377413899490368,0.5563762711864407,0.5272564789991063,0.4839352634015315,0.6949280336550523
frozenset({'線上安全服務_No'}),frozenset({'網路連線類型_Fiber Optic'}),0.5167973124300111,0.4400895856662934,0.3303471444568869,0.639219934994583,1.4524768497459608,1.0,0.1029100293561093,1.5519438811712052,0.6447001983620401,0.5272564789991063,0.35564680390032516,0.6949280336550523
"frozenset({'網路連線類型_Fiber Optic', '電話服務_Yes'})",frozenset({'線上安全服務_No'}),0.4400895856662934,0.5167973124300111,0.3303471444568869,0.7506361323155216,1.4524768497459608,1.0,0.1029100293561093,1.9377413899490368,0.5563762711864407,0.5272564789991063,0.4839352634015315,0.6949280336550523
frozenset({'線上安全服務_No'}),"frozenset({'網路連線類型_Fiber Optic', '電話服務_Yes'})",0.5167973124300111,0.4400895856662934,0.3303471444568869,0.639219934994583,1.4524768497459608,1.0,0.1029100293561093,1.5519438811712052,0.6447001983620401,0.5272564789991063,0.35564680390032516,0.6949280336550523
"frozenset({'網路連線類型_Fiber Optic', '網路服務_Yes'})",frozenset({'線上安全服務_No'}),0.4400895856662934,0.5167973124300111,0.3303471444568869,0.7506361323155216,1.4524768497459608,1.0,0.1029100293561093,1.9377413899490368,0.5563762711864407,0.5272564789991063,0.4839352634015315,0.6949280336550523
